type,lane,startmeasure,startposition,endmeasure,endposition
1,45,14,1,14,1
1,45,14,0,14,0
1,45,14,3,14,3
1,45,14,3,14,3
1,45,14,2,14,2
1,45,15,0,15,0
1,45,15,1,15,1
1,45,15,0,15,0
1,45,15,3,15,3
1,45,15,2,15,2
1,45,15,3,15,3
1,46,0,1,0,1
1,46,0,2,0,2
1,46,0,3,0,3
1,46,0,1,0,1
1,46,0,0,0,0
1,46,1,1,1,1
1,46,1,3,1,3
1,46,1,2,1,2
1,46,1,1,1,1
1,46,1,0,1,0
1,46,1,0,1,0
1,46,2,3,2,3
1,46,2,2,2,2
1,46,2,3,2,3
1,46,2,0,2,0
1,46,2,1,2,1
1,46,2,0,2,0
1,46,3,3,3,3
1,46,3,3,3,3
1,46,3,0,3,0
1,46,3,1,3,1
1,46,3,2,3,2
1,46,4,1,4,1
1,46,4,0,4,0
1,46,4,1,4,1
1,46,4,0,4,0
1,46,5,1,5,1
1,46,5,1,5,1
1,46,5,0,5,0
1,46,5,3,5,3
1,46,5,2,5,2
1,46,5,0,5,0
1,46,5,3,5,3
1,46,6,1,6,1
1,46,6,0,6,0
1,46,6,2,6,2
1,46,6,3,6,3
1,46,6,3,6,3
1,46,6,1,6,1
1,46,6,0,6,0
1,46,7,0,7,0
1,46,7,1,7,1
1,46,7,1,7,1
1,46,7,3,7,3
1,46,7,3,7,3
1,46,7,2,7,2
1,46,7,0,7,0
1,46,7,1,7,1
1,46,8,0,8,0
1,46,8,1,8,1
1,46,8,3,8,3
1,46,8,3,8,3
1,46,8,2,8,2
1,46,8,0,8,0
1,46,8,3,8,3
1,46,8,0,8,0
1,46,8,2,8,2
1,46,9,1,9,1
1,46,9,1,9,1
1,46,9,0,9,0
1,46,9,0,9,0
1,46,10,3,10,3
1,46,10,2,10,2
1,46,10,0,10,0
1,46,10,1,10,1
1,46,10,1,10,1
1,46,10,3,10,3
1,46,11,1,11,1
1,46,11,0,11,0
1,46,11,2,11,2
1,46,11,3,11,3
1,46,11,3,11,3
1,46,11,1,11,1
1,46,11,0,11,0
1,46,12,1,12,1
1,46,12,0,12,0
1,46,12,3,12,3
1,46,12,3,12,3
1,46,12,1,12,1
1,46,12,2,12,2
1,46,12,2,12,2
1,46,13,1,13,1
1,46,13,3,13,3
1,46,13,1,13,1
1,46,13,0,13,0
1,46,13,0,13,0
1,46,13,3,13,3
1,46,13,3,13,3
1,46,13,1,13,1
1,46,14,0,14,0
1,46,14,2,14,2
1,46,14,3,14,3
1,46,14,1,14,1
1,46,14,0,14,0
1,46,14,3,14,3
1,46,15,3,15,3
1,46,15,1,15,1
1,46,15,0,15,0
1,46,15,0,15,0
1,47,0,2,0,2
1,47,0,1,0,1
1,47,0,1,0,1
1,47,0,0,0,0
1,47,0,0,0,0
1,47,0,3,0,3
1,47,1,1,1,1
1,47,1,2,1,2
1,47,1,3,1,3
1,47,1,1,1,1
1,47,1,0,1,0
1,47,1,3,1,3
1,47,2,0,2,0
1,47,2,3,2,3
1,47,2,0,2,0
1,47,2,3,2,3
1,47,2,1,2,1
1,47,2,1,2,1
1,47,3,3,3,3
1,47,3,3,3,3
1,47,3,1,3,1
1,47,3,0,3,0
1,47,3,1,3,1
1,47,3,2,3,2
1,47,4,3,4,3
1,47,4,0,4,0
1,47,4,0,4,0
1,47,4,1,4,1
1,47,4,2,4,2
1,47,4,3,4,3
1,47,5,0,5,0
1,47,5,0,5,0
1,47,5,1,5,1
1,47,5,1,5,1
1,47,5,3,5,3
1,47,6,3,6,3
1,47,6,2,6,2
1,47,6,1,6,1
1,47,6,0,6,0
1,47,6,0,6,0
1,47,6,1,6,1
1,47,6,3,6,3
1,47,7,0,7,0
1,47,7,1,7,1
1,47,7,0,7,0
1,47,7,2,7,2
1,47,7,3,7,3
1,47,7,3,7,3
1,47,7,1,7,1
1,47,8,0,8,0
1,47,8,1,8,1
1,47,8,0,8,0
1,47,8,2,8,2
1,47,8,3,8,3
1,47,8,1,8,1
1,47,8,3,8,3
1,47,8,1,8,1
1,47,9,1,9,1
1,47,9,0,9,0
1,47,9,2,9,2
1,47,9,0,9,0
1,47,9,3,9,3
1,47,9,3,9,3
1,47,9,3,9,3
1,47,9,0,9,0
1,47,9,1,9,1
1,47,10,2,10,2
1,47,10,3,10,3
1,47,10,1,10,1
1,47,10,3,10,3
1,47,11,1,11,1
1,47,11,0,11,0
1,47,11,2,11,2
1,47,11,1,11,1
1,47,11,0,11,0
1,47,11,3,11,3
1,47,12,3,12,3
1,47,12,0,12,0
1,47,12,1,12,1
1,47,12,2,12,2
1,47,12,0,12,0
1,47,12,1,12,1
1,47,12,3,12,3
1,47,13,2,13,2
1,47,13,0,13,0
1,47,13,1,13,1
1,47,13,3,13,3
1,47,13,1,13,1
1,47,13,0,13,0
1,47,13,1,13,1
1,47,14,0,14,0
1,47,14,2,14,2
1,47,14,3,14,3
1,47,14,3,14,3
1,47,14,1,14,1
1,47,14,0,14,0
1,47,14,0,14,0
1,47,14,1,14,1
1,47,15,3,15,3
1,47,15,2,15,2
1,47,15,3,15,3
1,47,15,0,15,0
1,47,15,0,15,0
0,48,0,1,0,1
1,48,0,2,0,2
1,48,0,3,0,3
0,48,0,1,0,1
0,48,1,0,1,0
0,48,1,3,1,3
1,48,1,3,1,3
0,48,1,0,1,0
0,48,1,2,1,2
1,48,2,1,2,1
0,48,2,3,2,3
1,48,2,1,2,1
1,48,2,1,2,1
1,48,2,1,2,1
1,48,3,2,3,2
1,48,3,0,3,0
1,48,3,3,3,3
1,48,3,0,3,0
1,48,3,0,3,0
1,48,3,0,3,0
1,48,4,2,4,2
1,48,4,3,4,3
1,48,4,1,4,1
0,48,4,3,4,3
1,48,5,1,5,1
1,48,5,1,5,1
1,48,5,2,5,2
0,48,5,3,5,3
1,48,6,0,6,0
1,48,6,0,6,0
1,48,6,3,6,3
1,48,6,1,6,1
1,48,6,2,6,2
1,48,7,3,7,3
1,48,7,0,7,0
1,48,7,3,7,3
1,48,7,1,7,1
1,48,7,1,7,1
1,48,8,1,8,1
1,48,8,3,8,3
1,48,8,0,8,0
1,48,8,3,8,3
1,48,8,1,8,1
1,48,9,3,9,3
1,48,9,2,9,2
1,48,9,0,9,0
1,48,9,0,9,0
1,48,10,3,10,3
0,48,10,3,10,3
1,48,10,0,10,0
1,48,10,2,10,2
1,48,10,1,10,1
1,48,10,1,10,1
1,48,10,0,10,0
1,48,10,3,10,3
1,48,11,1,11,1
1,48,11,2,11,2
1,48,11,0,11,0
1,48,11,1,11,1
1,48,11,0,11,0
1,48,12,2,12,2
1,48,12,3,12,3
1,48,12,0,12,0
1,48,12,1,12,1
1,48,12,3,12,3
1,48,12,1,12,1
1,48,13,1,13,1
1,48,13,3,13,3
1,48,13,0,13,0
1,48,13,1,13,1
0,48,14,3,14,3
1,48,14,0,14,0
1,48,14,1,14,1
1,48,14,2,14,2
1,48,14,2,14,2
1,48,15,3,15,3
1,48,15,1,15,1
1,48,15,1,15,1
1,49,0,0,0,0
1,49,0,1,0,1
1,49,0,3,0,3
1,49,0,3,0,3
1,49,0,1,0,1
1,49,1,0,1,0
1,49,1,1,1,1
1,49,1,2,1,2
1,49,1,2,1,2
1,49,2,1,2,1
1,49,2,3,2,3
1,49,2,0,2,0
1,49,2,0,2,0
1,49,2,1,2,1
1,49,3,3,3,3
1,49,3,0,3,0
1,49,3,3,3,3
1,49,3,1,3,1
1,49,3,1,3,1
1,49,4,3,4,3
1,49,4,2,4,2
1,49,4,3,4,3
1,49,4,0,4,0
1,49,4,0,4,0
1,49,4,0,4,0
1,49,4,3,4,3
1,49,4,0,4,0
1,49,5,2,5,2
1,49,5,1,5,1
1,49,5,3,5,3
1,49,5,3,5,3
1,49,6,3,6,3
1,49,6,0,6,0
1,49,6,0,6,0
1,49,6,2,6,2
1,49,6,1,6,1
1,49,6,0,6,0
1,49,6,3,6,3
1,49,7,3,7,3
1,49,7,2,7,2
0,49,7,1,7,1
1,49,8,0,8,0
1,49,8,1,8,1
1,49,8,1,8,1
1,49,8,3,8,3
1,49,8,3,8,3
1,49,8,0,8,0
1,49,8,0,8,0
1,49,8,1,8,1
1,49,9,3,9,3
0,49,9,2,9,2
1,49,10,0,10,0
1,49,10,3,10,3
1,49,10,1,10,1
1,49,10,2,10,2
1,49,10,1,10,1
1,49,10,0,10,0
1,49,10,3,10,3
1,49,10,1,10,1
1,49,11,0,11,0
0,49,11,3,11,3
1,49,11,0,11,0
1,49,12,3,12,3
1,49,12,3,12,3
1,49,12,1,12,1
1,49,12,0,12,0
1,49,12,3,12,3
1,49,12,2,12,2
1,49,13,1,13,1
1,49,13,1,13,1
1,49,13,0,13,0
1,49,14,3,14,3
1,49,14,1,14,1
1,49,14,2,14,2
0,49,14,0,14,0
0,49,14,0,14,0
1,49,15,3,15,3
0,49,15,1,15,1
1,49,15,2,15,2
0,50,0,1,0,1
1,50,0,0,0,0
1,50,0,3,0,3
1,50,0,3,0,3
1,50,0,0,0,0
1,50,0,0,0,0
0,50,0,2,0,2
0,50,1,3,1,3
1,50,1,1,1,1
1,50,1,3,1,3
1,50,1,0,1,0
1,50,1,1,1,1
1,50,1,1,1,1
1,50,2,1,2,1
1,50,2,2,2,2
0,50,2,0,2,0
1,50,2,2,2,2
1,50,2,3,2,3
0,50,2,0,2,0
0,50,3,1,3,1
1,50,3,3,3,3
1,50,3,3,3,3
1,50,3,3,3,3
1,50,3,0,3,0
0,50,3,1,3,1
1,50,4,0,4,0
1,50,4,0,4,0
0,50,4,2,4,2
1,50,4,0,4,0
1,50,4,1,4,1
0,50,4,3,4,3
1,50,5,1,5,1
1,50,5,1,5,1
0,50,5,3,5,3
1,50,5,1,5,1
1,50,5,2,5,2
1,50,6,0,6,0
1,50,6,0,6,0
1,50,6,3,6,3
1,50,6,2,6,2
1,50,6,3,6,3
1,50,9,0,9,0
1,50,9,0,9,0
1,50,10,2,10,2
1,50,10,0,10,0
1,50,10,1,10,1
1,50,10,1,10,1
1,50,10,0,10,0
1,50,11,3,11,3
1,50,11,0,11,0
1,50,11,0,11,0
1,50,11,3,11,3
1,50,11,1,11,1
1,50,11,2,11,2
1,50,11,1,11,1
1,50,12,3,12,3
1,50,12,2,12,2
1,50,12,3,12,3
1,50,12,1,12,1
1,50,12,1,12,1
1,50,12,0,12,0
1,50,12,0,12,0
1,50,14,0,14,0
1,50,14,0,14,0
1,50,14,1,14,1
1,50,14,1,14,1
1,50,14,2,14,2
1,50,15,3,15,3
1,50,15,3,15,3
1,51,0,1,0,1
1,51,0,0,0,0
1,51,0,0,0,0
1,51,0,1,0,1
1,51,0,2,0,2
1,51,0,3,0,3
1,51,0,3,0,3
1,51,5,2,5,2
1,51,5,1,5,1
1,51,5,3,5,3
1,51,5,1,5,1
1,51,5,0,5,0
1,51,5,0,5,0
1,51,5,3,5,3
1,51,6,2,6,2
1,51,6,3,6,3
1,51,6,0,6,0
1,51,6,3,6,3
1,51,6,0,6,0
1,51,6,1,6,1
1,51,6,1,6,1
1,51,7,1,7,1
1,51,7,0,7,0
1,51,7,1,7,1
1,51,8,0,8,0
1,51,8,2,8,2
0,51,8,0,8,0
0,51,8,1,8,1
1,51,8,3,8,3
1,51,10,0,10,0
1,51,10,3,10,3
1,51,10,1,10,1
1,51,10,2,10,2
1,51,10,1,10,1
1,51,10,0,10,0
1,51,11,1,11,1
1,51,11,1,11,1
1,51,11,2,11,2
0,51,12,1,12,1
0,51,12,2,12,2
1,51,12,3,12,3
1,51,12,0,12,0
1,51,12,3,12,3
1,51,14,3,14,3
1,51,14,1,14,1
1,51,14,0,14,0
1,51,14,3,14,3
1,51,14,2,14,2
1,51,14,1,14,1
1,51,15,2,15,2
1,51,15,3,15,3
1,51,15,1,15,1
0,52,0,1,0,1
0,52,0,3,0,3
1,52,0,1,0,1
1,52,0,0,0,0
1,52,0,0,0,0
1,52,2,3,2,3
1,52,2,2,2,2
1,52,2,0,2,0
1,52,2,1,2,1
1,52,2,0,2,0
1,52,2,1,2,1
1,52,3,1,3,1
1,52,3,0,3,0
1,52,3,1,3,1
1,52,4,0,4,0
1,52,4,2,4,2
0,52,4,1,4,1
0,52,4,0,4,0
1,52,4,3,4,3
1,52,5,3,5,3
0,52,5,1,5,1
0,52,6,3,6,3
0,52,6,2,6,2
0,52,6,1,6,1
1,52,6,0,6,0
1,52,6,3,6,3
0,52,6,0,6,0
0,52,7,1,7,1
1,52,8,3,8,3
0,52,8,0,8,0
1,52,8,3,8,3
0,52,8,1,8,1
0,52,8,2,8,2
1,52,9,0,9,0
1,52,9,3,9,3
0,52,9,1,9,1
0,52,10,3,10,3
0,52,10,1,10,1
1,52,10,0,10,0
0,52,10,3,10,3
1,52,10,2,10,2
0,52,10,0,10,0
0,52,11,1,11,1
0,52,12,0,12,0
0,52,12,3,12,3
0,52,12,3,12,3
1,52,13,0,13,0
0,52,13,1,13,1
1,52,13,1,13,1
1,52,13,2,13,2
0,52,14,3,14,3
0,52,14,2,14,2
1,52,14,0,14,0
1,52,14,1,14,1
1,52,14,3,14,3
0,52,14,0,14,0
0,52,15,1,15,1
0,53,0,3,0,3
0,53,0,1,0,1
0,53,0,0,0,0
0,53,1,1,1,1
1,53,1,2,1,2
1,53,1,3,1,3
1,53,1,0,1,0
1,53,2,0,2,0
1,53,2,3,2,3
0,53,2,3,2,3
0,53,2,1,2,1
1,53,2,2,2,2
0,53,2,0,2,0
0,53,3,1,3,1
1,53,4,3,4,3
0,53,4,2,4,2
0,53,4,0,4,0
1,53,4,1,4,1
0,53,4,3,4,3
1,53,5,0,5,0
0,53,5,1,5,1
1,53,6,3,6,3
0,53,6,3,6,3
1,53,6,0,6,0
0,53,6,0,6,0
0,53,6,2,6,2
1,53,6,1,6,1
0,53,7,1,7,1
1,53,8,3,8,3
0,53,8,1,8,1
0,53,8,0,8,0
1,53,8,2,8,2
1,53,9,0,9,0
1,53,9,3,9,3
1,53,9,2,9,2
0,53,9,1,9,1
1,53,10,1,10,1
1,53,10,3,10,3
0,53,10,0,10,0
1,53,10,0,10,0
0,53,10,2,10,2
1,53,11,3,11,3
0,53,11,1,11,1
1,53,11,1,11,1
1,53,12,3,12,3
0,53,12,0,12,0
1,53,12,2,12,2
0,53,12,1,12,1
1,53,13,0,13,0
0,53,13,1,13,1
1,53,13,3,13,3
1,53,13,2,13,2
0,53,14,2,14,2
1,53,14,3,14,3
0,53,14,0,14,0
1,53,14,0,14,0
1,53,14,1,14,1
0,53,14,3,14,3
0,53,15,1,15,1
0,54,0,2,0,2
0,54,0,3,0,3
1,54,0,3,0,3
1,54,0,1,0,1
0,54,0,0,0,0
1,54,1,0,1,0
0,54,1,1,1,1
0,54,2,1,2,1
1,54,2,2,2,2
0,54,2,3,2,3
0,54,2,0,2,0
1,54,2,3,2,3
1,54,2,0,2,0
0,54,3,1,3,1
1,54,4,2,4,2
0,54,4,0,4,0
1,54,4,1,4,1
0,54,4,3,4,3
1,54,5,0,5,0
1,54,5,1,5,1
0,54,5,1,5,1
1,54,5,3,5,3
0,54,6,1,6,1
1,54,6,0,6,0
0,54,6,2,6,2
1,54,6,3,6,3
0,54,6,0,6,0
1,54,6,3,6,3
0,54,7,1,7,1
1,54,8,3,8,3
0,54,8,0,8,0
1,54,8,3,8,3
0,54,8,1,8,1
0,54,8,2,8,2
0,54,9,1,9,1
1,54,9,0,9,0
1,54,10,3,10,3
0,54,10,0,10,0
1,54,10,0,10,0
0,54,10,3,10,3
1,54,10,1,10,1
0,54,10,2,10,2
0,54,11,1,11,1
0,54,12,0,12,0
1,54,12,2,12,2
0,54,12,3,12,3
1,54,12,1,12,1
1,54,13,0,13,0
1,54,13,2,13,2
0,54,13,1,13,1
1,54,13,3,13,3
0,54,14,1,14,1
0,54,14,2,14,2
1,54,14,3,14,3
0,54,14,0,14,0
1,54,14,3,14,3
1,54,14,0,14,0
1,54,15,3,15,3
0,54,15,1,15,1
0,55,0,1,0,1
0,55,0,0,0,0
1,55,0,3,0,3
0,55,0,3,0,3
1,55,1,2,1,2
0,55,1,1,1,1
1,55,1,0,1,0
1,55,1,3,1,3
0,55,2,3,2,3
1,55,2,2,2,2
0,55,2,0,2,0
1,55,2,0,2,0
1,55,2,3,2,3
0,55,2,1,2,1
0,55,3,1,3,1
0,55,4,3,4,3
1,55,4,2,4,2
1,55,4,3,4,3
0,55,4,0,4,0
1,55,5,0,5,0
1,55,5,2,5,2
0,55,5,1,5,1
1,55,5,1,5,1
1,55,6,1,6,1
0,55,6,0,6,0
1,55,6,0,6,0
1,55,6,3,6,3
0,55,6,2,6,2
0,55,6,3,6,3
1,55,7,2,7,2
0,55,7,1,7,1
1,55,7,3,7,3
1,55,8,2,8,2
0,55,8,0,8,0
1,55,8,3,8,3
0,55,8,1,8,1
1,55,9,0,9,0
1,55,9,3,9,3
0,55,9,1,9,1
1,55,9,3,9,3
1,55,10,1,10,1
1,55,10,3,10,3
0,55,10,0,10,0
1,55,10,0,10,0
0,55,10,2,10,2
0,55,10,3,10,3
0,55,11,1,11,1
1,55,11,0,11,0
0,55,12,3,12,3
0,55,12,3,12,3
1,55,12,2,12,2
1,55,12,1,12,1
0,55,12,0,12,0
1,55,12,0,12,0
1,55,13,0,13,0
1,55,13,2,13,2
0,55,13,1,13,1
1,55,13,3,13,3
0,55,14,1,14,1
0,55,14,2,14,2
1,55,14,3,14,3
0,55,14,0,14,0
1,55,14,0,14,0
1,55,14,3,14,3
0,55,15,1,15,1
0,56,0,3,0,3
0,56,0,1,0,1
1,56,0,2,0,2
0,56,0,0,0,0
1,56,0,3,0,3
1,56,1,2,1,2
1,56,1,0,1,0
0,56,1,1,1,1
0,56,2,0,2,0
1,56,2,0,2,0
1,56,2,3,2,3
0,56,2,1,2,1
0,56,2,2,2,2
0,56,2,3,2,3
0,56,3,1,3,1
1,56,4,3,4,3
0,56,4,0,4,0
1,56,4,1,4,1
1,56,5,2,5,2
0,56,5,1,5,1
1,56,5,0,5,0
1,56,5,1,5,1
1,56,6,2,6,2
0,56,6,3,6,3
0,56,6,0,6,0
0,56,6,1,6,1
1,56,6,3,6,3
1,56,6,0,6,0
0,56,6,1,6,1
0,56,7,2,7,2
0,56,8,1,8,1
1,56,8,0,8,0
0,56,8,1,8,1
0,56,8,3,8,3
1,56,8,0,8,0
0,56,9,2,9,2
1,56,9,3,9,3
1,56,9,0,9,0
1,56,10,1,10,1
1,56,10,3,10,3
0,56,10,1,10,1
0,56,10,0,10,0
0,56,10,3,10,3
0,56,10,0,10,0
0,56,11,2,11,2
0,56,12,0,12,0
0,56,12,3,12,3
0,56,12,0,12,0
1,56,13,3,13,3
1,56,13,1,13,1
0,56,13,2,13,2
1,56,13,1,13,1
0,56,14,3,14,3
0,56,14,0,14,0
0,56,14,1,14,1
1,56,14,3,14,3
1,56,14,0,14,0
1,56,14,1,14,1
0,56,15,2,15,2
0,57,0,1,0,1
0,57,0,3,0,3
0,57,0,0,0,0
1,57,1,1,1,1
0,57,1,2,1,2
1,57,1,0,1,0
1,57,1,3,1,3
1,57,2,1,2,1
0,57,2,1,2,1
0,57,2,0,2,0
0,57,2,3,2,3
1,57,2,0,2,0
1,57,2,3,2,3
0,57,3,2,3,2
1,57,4,0,4,0
0,57,4,0,4,0
1,57,4,1,4,1
0,57,4,3,4,3
0,57,4,1,4,1
1,57,5,3,5,3
0,57,5,2,5,2
0,57,6,3,6,3
0,57,6,1,6,1
1,57,6,0,6,0
1,57,6,3,6,3
1,57,6,1,6,1
0,57,6,0,6,0
0,57,7,2,7,2
1,57,8,0,8,0
0,57,8,3,8,3
1,57,8,1,8,1
0,57,8,1,8,1
1,57,9,3,9,3
1,57,9,1,9,1
0,57,9,2,9,2
1,57,9,0,9,0
0,57,10,3,10,3
0,57,10,1,10,1
1,57,10,1,10,1
1,57,10,3,10,3
1,57,10,0,10,0
1,57,11,1,11,1
0,57,11,2,11,2
1,57,11,0,11,0
1,57,12,0,12,0
1,57,12,1,12,1
0,57,12,3,12,3
0,57,12,1,12,1
1,57,13,3,13,3
0,57,13,2,13,2
1,57,13,0,13,0
1,57,13,1,13,1
1,57,14,0,14,0
1,57,14,1,14,1
1,57,14,3,14,3
0,57,14,0,14,0
0,57,14,1,14,1
0,57,14,3,14,3
0,57,15,2,15,2
0,58,0,1,0,1
0,58,0,0,0,0
0,58,0,3,0,3
1,58,0,1,0,1
1,58,0,0,0,0
1,58,1,3,1,3
0,58,1,2,1,2
0,58,2,3,2,3
0,58,2,0,2,0
1,58,2,3,2,3
0,58,2,1,2,1
1,58,2,1,2,1
1,58,2,0,2,0
0,58,3,2,3,2
1,58,4,1,4,1
0,58,4,3,4,3
0,58,4,0,4,0
1,58,4,1,4,1
1,58,5,3,5,3
1,58,5,1,5,1
1,58,5,0,5,0
0,58,5,2,5,2
0,58,6,3,6,3
0,58,6,1,6,1
0,58,6,1,6,1
1,58,6,0,6,0
1,58,6,3,6,3
1,58,6,0,6,0
0,58,7,2,7,2
1,58,8,0,8,0
0,58,8,3,8,3
1,58,8,0,8,0
0,58,8,1,8,1
0,58,8,1,8,1
0,58,9,2,9,2
1,58,9,3,9,3
0,58,10,1,10,1
1,58,10,0,10,0
0,58,10,3,10,3
0,58,10,0,10,0
1,58,10,1,10,1
1,58,10,3,10,3
0,58,11,2,11,2
1,58,12,1,12,1
0,58,12,3,12,3
0,58,12,0,12,0
1,58,12,1,12,1
1,58,13,1,13,1
0,58,13,2,13,2
1,58,13,0,13,0
1,58,13,3,13,3
0,58,14,1,14,1
0,58,14,3,14,3
0,58,14,1,14,1
1,58,14,0,14,0
1,58,14,0,14,0
1,58,14,3,14,3
1,58,15,0,15,0
0,58,15,2,15,2
0,59,0,0,0,0
0,59,0,1,0,1
0,59,0,3,0,3
1,59,0,0,0,0
1,59,1,3,1,3
0,59,1,2,1,2
1,59,1,1,1,1
1,59,1,0,1,0
1,59,2,1,2,1
0,59,2,1,2,1
0,59,2,3,2,3
1,59,2,3,2,3
1,59,2,0,2,0
0,59,2,0,2,0
0,59,3,2,3,2
0,59,4,0,4,0
1,59,4,0,4,0
1,59,4,1,4,1
0,59,4,3,4,3
0,59,5,2,5,2
1,59,5,1,5,1
1,59,5,3,5,3
1,59,5,1,5,1
0,59,6,3,6,3
0,59,6,0,6,0
0,59,6,1,6,1
1,59,6,3,6,3
1,59,6,0,6,0
1,59,6,1,6,1
1,59,7,0,7,0
1,59,7,1,7,1
0,59,7,2,7,2
1,59,8,1,8,1
0,59,8,1,8,1
1,59,8,0,8,0
0,59,8,3,8,3
1,59,9,0,9,0
0,59,9,2,9,2
1,59,9,3,9,3
1,59,9,0,9,0
1,59,10,0,10,0
0,59,10,0,10,0
0,59,10,1,10,1
0,59,10,3,10,3
1,59,10,3,10,3
1,59,10,1,10,1
1,59,11,3,11,3
0,59,11,2,11,2
1,59,12,1,12,1
0,59,12,0,12,0
0,59,12,0,12,0
1,59,12,1,12,1
1,59,12,3,12,3
0,59,12,3,12,3
1,59,13,3,13,3
1,59,13,1,13,1
1,59,13,0,13,0
0,59,13,2,13,2
1,59,14,0,14,0
0,59,14,1,14,1
0,59,14,3,14,3
0,59,14,1,14,1
1,59,14,0,14,0
1,59,14,3,14,3
0,59,15,2,15,2
0,60,0,3,0,3
0,60,0,1,0,1
1,60,0,1,0,1
1,60,0,0,0,0
0,60,0,0,0,0
1,60,1,1,1,1
1,60,1,3,1,3
0,60,1,2,1,2
0,60,2,0,2,0
0,60,2,1,2,1
1,60,2,0,2,0
0,60,2,3,2,3
1,60,2,3,2,3
0,60,2,1,2,1
0,60,3,2,3,2
0,60,4,0,4,0
0,60,4,3,4,3
0,60,4,1,4,1
1,60,4,0,4,0
0,60,5,2,5,2
1,60,5,3,5,3
0,60,6,0,6,0
0,60,6,0,6,0
1,60,6,3,6,3
0,60,6,1,6,1
0,60,6,2,6,2
0,60,6,1,6,1
0,60,6,3,6,3
1,60,7,1,7,1
0,60,7,0,7,0
1,60,7,3,7,3
0,60,8,3,8,3
1,60,8,2,8,2
0,60,8,1,8,1
1,60,8,1,8,1
1,60,9,0,9,0
0,60,9,1,9,1
1,60,9,2,9,2
0,60,10,2,10,2
0,60,10,0,10,0
0,60,10,1,10,1
0,60,10,3,10,3
1,60,10,3,10,3
0,60,10,1,10,1
1,60,10,0,10,0
1,60,11,1,11,1
0,60,11,0,11,0
1,60,11,3,11,3
1,60,12,3,12,3
0,60,12,3,12,3
0,60,12,1,12,1
1,60,12,1,12,1
1,60,13,0,13,0
0,60,13,1,13,1
1,60,13,3,13,3
0,60,14,1,14,1
0,60,14,3,14,3
0,60,14,3,14,3
0,60,14,1,14,1
1,60,14,2,14,2
0,60,14,0,14,0
1,60,14,0,14,0
1,60,15,0,15,0
0,60,15,0,15,0
1,60,15,2,15,2
1,61,0,1,0,1
0,61,0,2,0,2
0,61,0,3,0,3
1,61,0,0,0,0
1,61,1,1,1,1
0,61,1,0,1,0
1,61,1,1,1,1
0,61,2,3,2,3
0,61,2,0,2,0
0,61,2,0,2,0
0,61,2,1,2,1
0,61,2,3,2,3
1,61,2,2,2,2
1,61,2,1,2,1
1,61,3,0,3,0
0,61,3,1,3,1
1,61,3,2,3,2
1,61,4,3,4,3
0,61,4,2,4,2
0,61,4,3,4,3
1,61,4,0,4,0
1,61,5,0,5,0
0,61,5,0,5,0
1,61,5,3,5,3
0,61,6,3,6,3
0,61,6,1,6,1
0,61,6,1,6,1
0,61,6,2,6,2
1,61,6,3,6,3
0,61,6,0,6,0
1,61,6,0,6,0
1,61,7,1,7,1
0,61,7,0,7,0
1,61,7,3,7,3
0,61,8,3,8,3
0,61,8,1,8,1
1,61,8,3,8,3
1,61,8,1,8,1
1,61,9,0,9,0
0,61,9,1,9,1
1,61,9,3,9,3
0,61,10,3,10,3
1,61,10,1,10,1
0,61,10,2,10,2
0,61,10,1,10,1
0,61,10,0,10,0
0,61,10,3,10,3
1,61,10,0,10,0
0,61,11,0,11,0
1,61,11,0,11,0
1,61,11,1,11,1
1,61,12,2,12,2
0,61,12,1,12,1
0,61,12,3,12,3
1,61,12,0,12,0
1,61,13,1,13,1
0,61,13,0,13,0
1,61,13,2,13,2
1,61,14,3,14,3
0,61,14,2,14,2
0,61,14,3,14,3
0,61,14,1,14,1
0,61,14,0,14,0
0,61,14,0,14,0
1,61,14,1,14,1
0,61,15,1,15,1
1,61,15,0,15,0
1,61,15,3,15,3
0,62,0,2,0,2
1,62,0,0,0,0
0,62,0,3,0,3
1,62,0,0,0,0
1,62,1,1,1,1
0,62,1,0,1,0
1,62,1,0,1,0
1,62,2,1,2,1
0,62,2,0,2,0
0,62,2,3,2,3
0,62,2,3,2,3
0,62,2,2,2,2
0,62,2,0,2,0
1,62,2,1,2,1
1,62,3,3,3,3
0,62,3,1,3,1
1,62,3,1,3,1
1,62,4,2,4,2
0,62,4,0,4,0
0,62,4,0,4,0
0,62,4,1,4,1
1,62,4,3,4,3
1,62,5,1,5,1
0,62,5,3,5,3
1,62,5,2,5,2
1,62,6,0,6,0
0,62,6,2,6,2
0,62,6,3,6,3
0,62,6,3,6,3
0,62,6,1,6,1
0,62,6,0,6,0
1,62,6,1,6,1
0,62,7,1,7,1
1,62,7,2,7,2
1,62,7,0,7,0
0,62,8,1,8,1
0,62,8,0,8,0
1,62,8,0,8,0
1,62,8,2,8,2
1,62,9,3,9,3
0,62,9,2,9,2
1,62,9,0,9,0
0,62,10,1,10,1
0,62,10,2,10,2
0,62,10,0,10,0
0,62,10,3,10,3
1,62,10,1,10,1
0,62,10,0,10,0
1,62,10,3,10,3
1,62,11,3,11,3
0,62,11,3,11,3
1,62,11,1,11,1
1,62,12,0,12,0
0,62,12,1,12,1
0,62,12,1,12,1
1,62,12,3,12,3
1,62,13,2,13,2
0,62,13,3,13,3
